USAF= 007026 , name=WXPOD 7026                    , country=AF , elevation=+7026.0
USAF= 232150 , name=HOREJ-VER                     , country=RS , elevation=+0071.0
USAF= 232190 , name=HOSEDA-HARD                   , country=RS , elevation=+0083.0
USAF= 232200 , name=ZELEZNODOROZNY                , country=RS , elevation=+0116.0
USAF= 232201 , name=SALEKHARD                     , country=RS , elevation=+0066.4
USAF= 232202 , name=RADUZHNY                      , country=RS , elevation=+0078.0
USAF= 232203 , name=KOGALYM                       , country=RS , elevation=+0069.0
USAF= 232204 , name=ROSCHINO                      , country=RS , elevation=+0115.2
USAF= 232205 , name=UKHTA                         , country=RS , elevation=+0149.0
USAF= 232210 , name=USINSK                        , country=RS , elevation=+0080.0
USAF= 232215 , name=MAGNITOGORSK                  , country=RS , elevation=+0435.9
USAF= 232260 , name=VORKUTA                       , country=RS , elevation=+0172.0
USAF= 232420 , name=NOVYJ PORT                    , country=RS , elevation=+0012.0
USAF= 232560 , name=TAZOVSKIJ                     , country=RS , elevation=+0008.0
USAF= 232740 , name=IGARKA                        , country=RS , elevation=+0028.0
USAF= 233050 , name=OKUNEV NOS                    , country=RS , elevation=+0022.0
USAF= 233110 , name=MISVAN                        , country=RS , elevation=+0061.0
USAF= 233160 , name=ADZVA-VOM                     , country=RS , elevation=+0067.0
USAF= 233220 , name=SIVOMASKINSKI                 , country=RS , elevation=+0096.0
USAF= 233240 , name=PETRUN'                       , country=RS , elevation=+0062.0
USAF= 233300 , name=SALEHARD                      , country=RS , elevation=+0016.0
USAF= 233310 , name=RA-IZ                         , country=RS , elevation=+0890.0
USAF= 233320 , name=SANGOMNOY                     , country=RS , elevation=+0031.0
USAF= 233330 , name=JAMBUR                        , country=RS , elevation=+0032.0
USAF= 233380 , name=POLUY                         , country=RS , elevation=+0038.0
USAF= 233390 , name=POLUJ                         , country=RS , elevation=+0035.9
USAF= 233410 , name=JAR-SALE                      , country=RS , elevation=+0008.0
USAF= 233450 , name=NYDA                          , country=RS , elevation=+0007.0
USAF= 233580 , name=NOVYJ URENGOJ                 , country=RS , elevation=+0061.9
USAF= 233630 , name=SDOVETSKAYA RECHKA            , country=RS , elevation=+0047.0
USAF= 233650 , name=SIDOROVSK                     , country=RS , elevation=+0034.0
USAF= 233680 , name=MUNGUV                        , country=RS , elevation=+0022.0
USAF= 233750 , name=KUREJKA RIVER                 , country=RS , elevation=+0027.0
USAF= 233760 , name=SVETLOGORSK                   , country=RS , elevation=+0100.8
USAF= 233830 , name=AGATA                         , country=RS , elevation=+0278.0
USAF= 234050 , name=UST'-CIL'MA                   , country=RS , elevation=+0068.0
USAF= 234110 , name=MUNTNIY MATERIK               , country=RS , elevation=+0072.0
USAF= 234120 , name=UST'-USA                      , country=RS , elevation=+0078.0
USAF= 234160 , name=KOSJU RIVER                   , country=RS , elevation=+0089.0
USAF= 234180 , name=PECHORA                       , country=RS , elevation=+0053.2
USAF= 234230 , name=UNSILGORT                     , country=RS , elevation=+0040.0
USAF= 234260 , name=MUZHI                         , country=RS , elevation=+0019.0
USAF= 234310 , name=PITLYAR                       , country=RS , elevation=+0016.5
USAF= 234430 , name=PANGODY                       , country=RS , elevation=+0051.9
USAF= 234450 , name=NADYM                         , country=RS , elevation=+0019.0
USAF= 234530 , name=URENGOJ                       , country=RS , elevation=+0023.7
USAF= 234630 , name=YANOV-STAN                    , country=RS , elevation=+0040.0
USAF= 234650 , name=KRASNOSEL' KUPSK              , country=RS , elevation=+0024.7
USAF= 234710 , name=NIZHNEVARTOVSK                , country=RS , elevation=+0053.9
USAF= 234720 , name=TURUHANSK                     , country=RS , elevation=+0038.0
USAF= 234750 , name=SUKHAYA TUNGUSKA              , country=RS , elevation=+0027.0
USAF= 234840 , name=BOLSOJ POROG                  , country=RS , elevation=+0065.0
USAF= 234990 , name=TEMBENCHI                     , country=RS , elevation=+0203.0
USAF= 235010 , name=LEVKINSKAJA                   , country=RS , elevation=+0167.0
USAF= 235030 , name=IZHMA                         , country=RS , elevation=+0052.0
USAF= 235040 , name=MICHMAICHMON                  , country=RS , elevation=+0250.0
USAF= 235090 , name=KEDVA RIVER                   , country=RS , elevation=+0060.0
USAF= 235140 , name=IRAEL                         , country=RS , elevation=+0157.0
USAF= 235160 , name=IJID-PATOK                    , country=RS , elevation=+0084.0
USAF= 235180 , name=UST'-SUGOR                    , country=RS , elevation=+0075.0
USAF= 235190 , name=VERHNI SUGOR                  , country=RS , elevation=+0290.0
USAF= 235270 , name=SARAN-PAUL'                   , country=RS , elevation=+0029.0
USAF= 235310 , name=SHIZHIMGORT                   , country=RS , elevation=+0024.0
USAF= 235410 , name=HEJGIJAHA RIVER               , country=RS , elevation=+0063.0
USAF= 235520 , name=TARKO-SALE                    , country=RS , elevation=+0027.0
USAF= 235550 , name=                              , country=   , elevation=       
USAF= 235580 , name=KHARAMPUR                     , country=RS , elevation=+0030.0
USAF= 235780 , name=VERESHCHAGINO                 , country=RS , elevation=+0030.0
USAF= 235850 , name=KOCHUNDEK                     , country=RS , elevation=+0091.7
USAF= 235890 , name=TUTONCHANY                    , country=RS , elevation=+0105.0
USAF= 235920 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 236040 , name=PEGISHDOR                     , country=RS , elevation=+0137.0
USAF= 236060 , name=UHTA                          , country=RS , elevation=+0137.0
USAF= 236080 , name=MESJU                         , country=RS , elevation=+0180.0
USAF= 236090 , name=IZVAJIL                       , country=RS , elevation=+0112.0
USAF= 236110 , name=DUTOVO-IN-KOMI                , country=RS , elevation=+0092.0
USAF= 236120 , name=VUKTYL                        , country=RS , elevation=+0097.0
USAF= 236250 , name=SOSVA                         , country=RS , elevation=+0028.0
USAF= 236280 , name=SARTINYA                      , country=RS , elevation=+0050.0
USAF= 236290 , name=IGRIM                         , country=RS , elevation=+0028.0
USAF= 236310 , name=BEREZOVO                      , country=RS , elevation=+0032.0
USAF= 236320 , name=KISLOR WEST                   , country=RS , elevation=+0061.0
USAF= 236350 , name=YUIL' SK                      , country=RS , elevation=+0085.8
USAF= 236440 , name=NUMTO                         , country=RS , elevation=+0109.0
USAF= 236560 , name=HALESOVAYA                    , country=RS , elevation=+0067.1
USAF= 236570 , name=NOYABR' SK                    , country=RS , elevation=+0131.0
USAF= 236620 , name=TOL'KA                        , country=RS , elevation=+0033.0
USAF= 236660 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 236780 , name=VERHNEIMBATSK                 , country=RS , elevation=+0046.0
USAF= 236910 , name=UCAMI                         , country=RS , elevation=+0105.0
USAF= 236990 , name=KERBO                         , country=RS , elevation=+0230.4
USAF= 237010 , name=VESLJANA                      , country=RS , elevation=+0103.0
USAF= 237040 , name=ZELEZNODOROZNY                , country=RS , elevation=+0087.0
USAF= 237070 , name=UST-VYM                       , country=RS , elevation=+0080.0
USAF= 237080 , name=LUN'                          , country=RS , elevation=+0120.0
USAF= 237090 , name=POMOZDINO                     , country=RS , elevation=+0154.0
USAF= 237110 , name=TROICKO-PECHERSKOE            , country=RS , elevation=+0139.0
USAF= 237140 , name=ZELENETS-IN-KOMI              , country=RS , elevation=+0214.0
USAF= 237230 , name=RUZITGORT                     , country=RS , elevation=+0045.0
USAF= 237240 , name=NJAKSIMVOL'                   , country=RS , elevation=+0051.0
USAF= 237290 , name=TUZKIN-KURT                   , country=RS , elevation=+0085.0
USAF= 237340 , name=OKTJABR'SKOE                  , country=RS , elevation=+0072.0
USAF= 237370 , name=MYS SOSNOVIY                  , country=RS , elevation=+0025.0
USAF= 237410 , name=NIZHNESORTYMSK                , country=RS , elevation=+0085.5
USAF= 237450 , name=KOCEVJE                       , country=RS , elevation=+0080.0
USAF= 237480 , name=KOGALYM                       , country=RS , elevation=+0067.1
USAF= 237580 , name=RADUZHNY                      , country=RS , elevation=+0078.0
USAF= 237740 , name=KELLOG                        , country=RS , elevation=+0060.4
USAF= 237760 , name=BAHTA                         , country=RS , elevation=+0057.1
USAF= 237880 , name=KUZ' MOVKA                    , country=RS , elevation=+0062.0
USAF= 237890 , name=POLIGUS                       , country=RS , elevation=+0140.0
USAF= 238030 , name=UST'-KULOM                    , country=RS , elevation=+0144.0
USAF= 238040 , name=SYKTYVKAR                     , country=RS , elevation=+0098.8
USAF= 238045 , name=OSTAFYEVO                     , country=RS , elevation=+0172.0
USAF= 238060 , name=...                           , country=RS , elevation=       
USAF= 238070 , name=VIZINGA                       , country=RS , elevation=+0134.0
USAF= 238080 , name=LOPIDINO-IN-KOMI              , country=RS , elevation=+0133.0
USAF= 238120 , name=JAKSHA                        , country=RS , elevation=+0131.0
USAF= 238130 , name=UST-UNJA                      , country=RS , elevation=+0174.0
USAF= 238140 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 238150 , name=TULPAN                        , country=RS , elevation=+0202.0
USAF= 238170 , name=LAREVKA                       , country=RS , elevation=+0152.0
USAF= 238200 , name=PIONERSKI                     , country=RS , elevation=+0063.0
USAF= 238230 , name=VONEGAN                       , country=RS , elevation=+0111.4
USAF= 238270 , name=BURMANTOVO                    , country=RS , elevation=+0127.0
USAF= 238290 , name=SOVETSKI                      , country=RS , elevation=+0116.0
USAF= 238380 , name=BECAME STN 238281             , country=RS , elevation=+0028.0
USAF= 238410 , name=GORSKOVA                      , country=RS , elevation=+0046.0
USAF= 238430 , name=YERMAKOVO                     , country=RS , elevation=+0048.0
USAF= 238470 , name=SYTOMINO                      , country=RS , elevation=+0033.4
USAF= 238480 , name=NEFTEJUGANSK                  , country=RS , elevation=+0027.0
USAF= 238490 , name=SURGUT                        , country=RS , elevation=+0061.0
USAF= 238520 , name=VAR-YEGAN                     , country=RS , elevation=+0063.0
USAF= 238590 , name=LOBCHINSKIYE                  , country=RS , elevation=+0049.0
USAF= 238620 , name=KORLIKI                       , country=RS , elevation=+0071.0
USAF= 238670 , name=LAR' YAK                      , country=RS , elevation=+0057.0
USAF= 238830 , name=PEREVALOCHNAYA                , country=RS , elevation=+0456.0
USAF= 238840 , name=BOR                           , country=RS , elevation=+0058.0
USAF= 238900 , name=                              , country=   , elevation=       
USAF= 238910 , name=BAJKIT                        , country=RS , elevation=+0262.0
USAF= 239040 , name=KAZIM                         , country=RS , elevation=+0126.0
USAF= 239050 , name=UST-CERNAJA                   , country=RS , elevation=+0152.0
USAF= 239070 , name=KAZHIM                        , country=RS , elevation=       
USAF= 239090 , name=GAJNY                         , country=RS , elevation=+0198.0
USAF= 239120 , name=NYROB                         , country=RS , elevation=+0173.0
USAF= 239130 , name=PRIISKOVAYA                   , country=RS , elevation=+0305.0
USAF= 239140 , name=CHERDYN'                      , country=RS , elevation=+0207.0
USAF= 239150 , name=POLJUDOV KAMEN'               , country=RS , elevation=+0523.0
USAF= 239160 , name=SOLVA                         , country=RS , elevation=+0647.0
USAF= 239190 , name=POKROVSK-URAL'SKIY            , country=RS , elevation=+0229.0
USAF= 239210 , name=IVDEL'                        , country=RS , elevation=+0095.0
USAF= 239230 , name=SUPRA                         , country=RS , elevation=+0081.0
USAF= 239250 , name=SANTAL                        , country=RS , elevation=+0068.0
USAF= 239270 , name=SEVEROURALSK                  , country=RS , elevation=+0186.0
USAF= 239290 , name=SAIM                          , country=RS , elevation=+0053.0
USAF= 239330 , name=KHANTY MANSIYSK               , country=RS , elevation=+0023.2
USAF= 239331 , name=NIZHNEVARTOVSK                , country=RS , elevation=+0055.0
USAF= 239390 , name=ALTAY                         , country=RS , elevation=+0032.3
USAF= 239460 , name=UGUT                          , country=RS , elevation=+0048.1
USAF= 239470 , name=SALYM                         , country=RS , elevation=+0054.6
USAF= 239530 , name=LOBCINSKIJE                   , country=RS , elevation=+0056.0
USAF= 239550 , name=ALEKSANDROVSKOE               , country=RS , elevation=+0048.0
USAF= 239660 , name=VANZIL'-KYNAK                 , country=RS , elevation=+0099.0
USAF= 239730 , name=VOROGOVO                      , country=RS , elevation=+0049.0
USAF= 239750 , name=SYM                           , country=RS , elevation=+0086.0
USAF= 239820 , name=VEL'MO                        , country=RS , elevation=+0121.8
USAF= 239860 , name=SEVERO-ENISEJSK               , country=RS , elevation=+0511.0
USAF= 239870 , name=JARCEVO                       , country=RS , elevation=+0058.0
USAF= 239920 , name=UST'-KAMO                     , country=RS , elevation=+0178.0
USAF= 240510 , name=SIKTJAH                       , country=RS , elevation=+0038.0
USAF= 240520 , name=SAHANJA                       , country=RS , elevation=+0315.0
USAF= 240650 , name=TOMTOR                        , country=RS , elevation=+0099.0
USAF= 240710 , name=JANGKI-IN-YAKUT               , country=RS , elevation=+0049.0
USAF= 240760 , name=DEPUTATSKI                    , country=RS , elevation=+0284.5
USAF= 240950 , name=VORONTSOVO                    , country=RS , elevation=+0016.0
USAF= 241050 , name=ESSEJ                         , country=RS , elevation=+0271.0
USAF= 241250 , name=OLENEK                        , country=RS , elevation=+0220.0
USAF= 241360 , name=SUHANA                        , country=RS , elevation=+0077.0
USAF= 241430 , name=DZARDZAN                      , country=RS , elevation=+0039.0
USAF= 241520 , name=VERKHOYANSK RANGE             , country=RS , elevation=+0683.0
USAF= 241660 , name=JANSK                         , country=RS , elevation=+0103.0
USAF= 241940 , name=BELAYA GORA                   , country=RS , elevation=+0041.0
USAF= 241970 , name=DRUZINA                       , country=RS , elevation=+0152.0
USAF= 242190 , name=YAROL'IN                      , country=RS , elevation=+0235.8
USAF= 242310 , name=MAAK-IN-YAKUT                 , country=RS , elevation=+0070.0
USAF= 242430 , name=MENKERE                       , country=RS , elevation=+0004.0
USAF= 242570 , name=SOBOPOL-IN-YAKUT              , country=RS , elevation=+0184.0
USAF= 242610 , name=BATAGAJ-ALYTA                 , country=RS , elevation=+0491.2
USAF= 242630 , name=BATAGAJ                       , country=RS , elevation=+0214.0
USAF= 242660 , name=VERHOJANSK                    , country=RS , elevation=+0138.0
USAF= 242750 , name=MALIY TUOSTAKH                , country=RS , elevation=+0224.0
USAF= 243220 , name=POLIARNY                      , country=RS , elevation=+0506.0
USAF= 243290 , name=SHELAGONTSY                   , country=RS , elevation=+0236.0
USAF= 243380 , name=EJK                           , country=RS , elevation=+0304.3
USAF= 243430 , name=ZHIGANSK                      , country=RS , elevation=+0092.0
USAF= 243610 , name=EKYUCHCHYU                    , country=RS , elevation=+0200.1
USAF= 243710 , name=UST'-CHARKI                   , country=RS , elevation=+0273.8
USAF= 243820 , name=UST'-MOMA                     , country=RS , elevation=+0196.0
USAF= 243960 , name=ARGA                          , country=RS , elevation=+0040.0
USAF= 244210 , name=AJHAL                         , country=RS , elevation=+0396.0
USAF= 244490 , name=BESTYAHSKAYA ZVEROFERMA       , country=RS , elevation=+0073.3
USAF= 244620 , name=SEBYAN-KYUEL'                 , country=RS , elevation=+0777.2
USAF= 244770 , name=IEMA                          , country=RS , elevation=+0674.9
USAF= 244880 , name=BEREZKIN                      , country=RS , elevation=+0503.0
USAF= 245070 , name=TURA                          , country=RS , elevation=+0168.0
USAF= 245250 , name=HABARDINO                     , country=RS , elevation=+0251.2
USAF= 245380 , name=CHUMPURUK                     , country=RS , elevation=+0139.1
USAF= 245440 , name=UGULYAT                       , country=RS , elevation=+0146.0
USAF= 245570 , name=SOGO-HAYA                     , country=RS , elevation=+0085.0
USAF= 245590 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 245610 , name=SYURYUN-KYUYEL'               , country=RS , elevation=+0737.0
USAF= 245670 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 245840 , name=RAZVEDCHIK                    , country=RS , elevation=+1013.0
USAF= 245850 , name=NERA                          , country=RS , elevation=+0518.5
USAF= 245880 , name=YURTY                         , country=RS , elevation=+0589.7
USAF= 245890 , name=SAYYLYK                       , country=RS , elevation=+0676.0
USAF= 245980 , name=DARPIR                        , country=RS , elevation=+0841.0
USAF= 246060 , name=KISLOKAN                      , country=RS , elevation=+0211.0
USAF= 246290 , name=SYULDYUKAR                    , country=RS , elevation=+0163.0
USAF= 246390 , name=NJURBA                        , country=RS , elevation=+0119.0
USAF= 246410 , name=VILJUJSK                      , country=RS , elevation=+0111.0
USAF= 246430 , name=HATYAYK-HOMO                  , country=RS , elevation=+0076.5
USAF= 246440 , name=VERHNEVILJUJSK                , country=RS , elevation=+0115.3
USAF= 246520 , name=SANGARY                       , country=RS , elevation=+0096.0
USAF= 246560 , name=BATAMAJ                       , country=RS , elevation=+0079.0
USAF= 246610 , name=SEGEN-KYUEL'                  , country=RS , elevation=+0208.0
USAF= 246680 , name=VERHOJANSK PEREVOZ            , country=RS , elevation=+0090.9
USAF= 246710 , name=TOMPO                         , country=RS , elevation=+0402.0
USAF= 246780 , name=ZAPADNAYA-IN-YAKUT            , country=RS , elevation=+0849.0
USAF= 246790 , name=VOSTOCHNAYA                   , country=RS , elevation=+1287.9
USAF= 246840 , name=AGAYAKAN                      , country=RS , elevation=+0776.9
USAF= 246880 , name=OJMJAKON                      , country=RS , elevation=+0741.0
USAF= 246910 , name=DELYANKIR                     , country=RS , elevation=+0800.9
USAF= 246980 , name=ARKAGALA                      , country=RS , elevation=+0798.0
USAF= 247130 , name=NAKANNO                       , country=RS , elevation=+0246.0
USAF= 247180 , name=HAMAKAR                       , country=RS , elevation=+0272.0
USAF= 247240 , name=CHERNISHEVSKIJ                , country=RS , elevation=+0422.0
USAF= 247250 , name=TUOJ-HAYA                     , country=RS , elevation=+0259.7
USAF= 247260 , name=MIRNY                         , country=RS , elevation=+0352.0
USAF= 247300 , name=OYUSUT                        , country=RS , elevation=+0156.0
USAF= 247370 , name=KRESTYAH                      , country=RS , elevation=+0139.1
USAF= 247380 , name=SUNTAR                        , country=RS , elevation=+0133.0
USAF= 247390 , name=CHAINGDA                      , country=RS , elevation=+0308.2
USAF= 247530 , name=NAMTSY                        , country=RS , elevation=+0089.8
USAF= 247580 , name=BERDIGESTYAH                  , country=RS , elevation=+0231.4
USAF= 247610 , name=BOROGONCY                     , country=RS , elevation=+0140.0
USAF= 247630 , name=KREST-HAL' DZHAY              , country=RS , elevation=+0114.5
USAF= 247660 , name=YTYK-KJUEL                    , country=RS , elevation=+0120.0
USAF= 247680 , name=CURAPCA                       , country=RS , elevation=+0186.0
USAF= 247710 , name=TEPLY KLJUCH                  , country=RS , elevation=+0288.6
USAF= 247840 , name=MUSKHAYA                      , country=RS , elevation=+2149.0
USAF= 247900 , name=SUSUMAN                       , country=RS , elevation=+0655.0
USAF= 247960 , name=YAGODNOYE                     , country=RS , elevation=+0504.0
USAF= 247990 , name=JEK-LONDON (LAKE)             , country=RS , elevation=+0808.0
USAF= 248020 , name=STRELKA CHUNYA                , country=RS , elevation=+0358.2
USAF= 248070 , name=MUTORAJ                       , country=RS , elevation=+0331.5
USAF= 248130 , name=MARKHAY                       , country=RS , elevation=+0268.0
USAF= 248170 , name=ERBOGACEN                     , country=RS , elevation=+0291.0
USAF= 248260 , name=DOROZHNYJ                     , country=RS , elevation=+0353.7
USAF= 248430 , name=TONGULAH                      , country=RS , elevation=+0199.1
USAF= 248560 , name=POKROVSK                      , country=RS , elevation=+0115.0
USAF= 248580 , name=SINSKOYE-IN-YAKUT             , country=RS , elevation=+0122.0
USAF= 248590 , name=BROLOGYAKHATAT                , country=RS , elevation=+0118.0
USAF= 248710 , name=OHOTSKIJPEREVOZ               , country=RS , elevation=+0140.6
USAF= 248780 , name=ALLAH-JUN                     , country=RS , elevation=+0613.0
USAF= 248910 , name=KULU                          , country=RS , elevation=+0670.0
USAF= 248940 , name=KOLYMSKAYA                    , country=RS , elevation=+0838.8
USAF= 248980 , name=UST' OMCHUG                   , country=RS , elevation=+0574.5
USAF= 248990 , name=UST OMCHUK                    , country=RS , elevation=       
USAF= 249080 , name=VANAVARA                      , country=RS , elevation=+0260.0
USAF= 249180 , name=PREOBRAZHENKA                 , country=RS , elevation=+0295.2
USAF= 249230 , name=LENSK                         , country=RS , elevation=+0234.0
USAF= 249280 , name=KOMAKA                        , country=RS , elevation=+0298.6
USAF= 249330 , name=KILEER                        , country=RS , elevation=+0249.3
USAF= 249340 , name=NJUJA                         , country=RS , elevation=+0168.0
USAF= 249440 , name=OLEKMINSK                     , country=RS , elevation=+0229.6
USAF= 249460 , name=SANI-YAKHTAT                  , country=RS , elevation=+0139.0
USAF= 249510 , name=ISIT'                         , country=RS , elevation=+0118.0
USAF= 249520 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 249550 , name=DOBROLET-IN-YAKUT             , country=RS , elevation=+0468.0
USAF= 249590 , name=JAKUTSK                       , country=RS , elevation=+0101.0
USAF= 249620 , name=AMGA                          , country=RS , elevation=+0146.0
USAF= 249660 , name=UST'-MAJYA                    , country=RS , elevation=+0170.0
USAF= 249670 , name=TEGYULTYA                     , country=RS , elevation=+0171.0
USAF= 249750 , name=YNYKVHAN                      , country=RS , elevation=+0385.0
USAF= 249820 , name=UEGA                          , country=RS , elevation=+0398.0
USAF= 249880 , name=ARKA                          , country=RS , elevation=+0198.0
USAF= 249940 , name=NOVVY KHEYDZHAM               , country=RS , elevation=+0408.0
USAF= 249950 , name=APPROXIMATE LOCALE            , country=RS , elevation=+0305.0
USAF= 250020 , name=KONDAKOVA                     , country=RS , elevation=+0068.0
USAF= 250170 , name=ADRYUSKINO                    , country=RS , elevation=+0016.0
USAF= 250230 , name=                              , country=   , elevation=       
USAF= 250260 , name=OSTROV SUKHARYYA              , country=RS , elevation=+0001.0
USAF= 250340 , name=BUHTA AMBARCIK                , country=RS , elevation=+0023.0
USAF= 250420 , name=AJON                          , country=RS , elevation=+0013.7
USAF= 250440 , name=RAUCHUA                       , country=RS , elevation=+0004.6
USAF= 250510 , name=PEVEK                         , country=RS , elevation=+0003.4
USAF= 250520 , name=APAPELKHINO                   , country=RS , elevation=+0004.0
USAF= 250530 , name=SHALAUROVA ISLAND             , country=RS , elevation=+0020.0
USAF= 250550 , name=KRASNOARMEJSKI                , country=RS , elevation=+0193.0
USAF= 250560 , name=APPROXIMATE LOCALE            , country=RS , elevation=+0000.0
USAF= 250620 , name=MYS BILLINGSA                 , country=RS , elevation=+0003.0
USAF= 250770 , name=CAPE KJANGTOKJNMANK           , country=RS , elevation=+0007.0
USAF= 251210 , name=KOLYMSKAYA                    , country=RS , elevation=+0012.0
USAF= 251230 , name=CHERSKIJ                      , country=RS , elevation=+0028.0
USAF= 251290 , name=KONSTANTINOVSKAYA             , country=RS , elevation=+0008.4
USAF= 251380 , name=OSTROVNOE                     , country=RS , elevation=+0094.0
USAF= 251470 , name=BILIBINO                      , country=RS , elevation=+0279.5
USAF= 251500 , name=CAUNSKAJA BAY                 , country=RS , elevation=+0006.0
USAF= 251510 , name=CHAUN                         , country=RS , elevation=+0004.7
USAF= 251730 , name=MYS SHMIDTA                   , country=RS , elevation=+0003.0
USAF= 251870 , name=YULINU                        , country=RS , elevation=+0004.0
USAF= 251960 , name=/OPEN WATER/                  , country=   , elevation=       
USAF= 252060 , name=CREDNEKOLYMSK                 , country=RS , elevation=+0021.0
USAF= 252410 , name=KEPERVEYEM                    , country=RS , elevation=+0137.0
USAF= 252480 , name=ILIRNEJ                       , country=RS , elevation=+0353.0
USAF= 252730 , name=IULTIN-IN-CHUKOT              , country=RS , elevation=+0234.0
USAF= 252820 , name=MYS VANKAREM                  , country=RS , elevation=+0005.0
USAF= 252860 , name=KOLJUCINSKAJA BAY             , country=RS , elevation=+0031.0
USAF= 253250 , name=UST'-OLOJ                     , country=RS , elevation=+0127.0
USAF= 253350 , name=BAIMKA                        , country=RS , elevation=+0286.3
USAF= 253560 , name=EN' MUVEEM                    , country=RS , elevation=+0077.0
USAF= 253720 , name=AMGUJEMA                      , country=RS , elevation=+0138.0
USAF= 253780 , name=EGVEKINOT                     , country=RS , elevation=+0026.0
USAF= 253790 , name=MYS RAZDEL NYY                , country=RS , elevation=       
USAF= 253920 , name=ENURMINO                      , country=RS , elevation=+0020.0
USAF= 253990 , name=MYS UELEN                     , country=RS , elevation=+0003.0
USAF= 254000 , name=ZYRYANKA                      , country=RS , elevation=+0043.0
USAF= 254280 , name=OMOLON                        , country=RS , elevation=+0264.0
USAF= 254340 , name=KULYUKA                       , country=RS , elevation=+0610.0
USAF= 254480 , name=EREPOL                        , country=RS , elevation=+0197.0
USAF= 254490 , name=EREPOL                        , country=RS , elevation=+0125.0
USAF= 254560 , name=UST BELAYA                    , country=RS , elevation=+0023.0
USAF= 254690 , name=KANCHALAN                     , country=RS , elevation=+0018.5
USAF= 254930 , name=RATMANOVA ISLAND              , country=RS , elevation=+0039.0
USAF= 254960 , name=LAVRENTIJA                    , country=RS , elevation=+0009.0
USAF= 255030 , name=KORKODON                      , country=RS , elevation=+0098.0
USAF= 255260 , name=KRESTIK                       , country=RS , elevation=+0373.0
USAF= 255380 , name=VERHNEE PENZINO               , country=RS , elevation=+0326.0
USAF= 255510 , name=MARKOVO                       , country=RS , elevation=+0026.0
USAF= 255520 , name=PEVEK                         , country=RS , elevation=+0003.0
USAF= 255610 , name=TANYURER                      , country=RS , elevation=+0008.0
USAF= 255630 , name=UGOLNY                        , country=RS , elevation=+0059.1
USAF= 255680 , name=YARANGI-IN-CHUKOT             , country=RS , elevation=+0012.0
USAF= 255940 , name=PROVIDENIYA BAY               , country=RS , elevation=+0021.9
USAF= 255950 , name=CHAYBUKHA                     , country=RS , elevation=+0001.0
USAF= 256030 , name=                              , country=RS , elevation=       
USAF= 256080 , name=KANON-IN-MAGADAN              , country=RS , elevation=+0686.0
USAF= 256110 , name=BALYGYCAN RIVER               , country=RS , elevation=+0145.0
USAF= 256210 , name=KEDON                         , country=RS , elevation=+0683.0
USAF= 256270 , name=LABAZNAYA                     , country=RS , elevation=+0709.0
USAF= 256480 , name=SLAUTNOE                      , country=RS , elevation=+0044.0
USAF= 256560 , name=BEREZOVO                      , country=RS , elevation=+0200.0
USAF= 256770 , name=BERINGOVSKAJA                 , country=RS , elevation=+0082.0
USAF= 257000 , name=EL' GEN (SOVHOZ)              , country=RS , elevation=+0312.4
USAF= 257010 , name=KHATINNAKH                    , country=RS , elevation=+0782.0
USAF= 257030 , name=SEJMCHAN                      , country=RS , elevation=+0205.0
USAF= 257050 , name=SREDNIKAN                     , country=RS , elevation=+0260.0
USAF= 257070 , name=BOHAPCHA                      , country=RS , elevation=+0348.8
USAF= 257150 , name=OMSUKCHAN                     , country=RS , elevation=+0499.8
USAF= 257190 , name=BOGUS SOVIET                  , country=RS , elevation=       
USAF= 257440 , name=KAMENSKOE                     , country=RS , elevation=+0010.0
USAF= 257450 , name=KAMENSKOE                     , country=RS , elevation=+0040.0
USAF= 257670 , name=HATYRKA                       , country=RS , elevation=+0013.2
USAF= 257770 , name=BUHTA GAVRIILA                , country=RS , elevation=+0007.0
USAF= 258020 , name=STRELKA-IN-MAGADAN            , country=RS , elevation=+0583.0
USAF= 258080 , name=TALATA                        , country=RS , elevation=+0707.5
USAF= 258160 , name=PESTRAYA DRESVA               , country=RS , elevation=+0007.0
USAF= 258200 , name=EVENSK                        , country=RS , elevation=+0011.8
USAF= 258210 , name=NAJAHAN                       , country=RS , elevation=+0023.0
USAF= 258220 , name=GIZIGA                        , country=RS , elevation=+0002.0
USAF= 258580 , name=VATYNA                        , country=RS , elevation=+0015.0
USAF= 259020 , name=ATKA                          , country=RS , elevation=+0901.0
USAF= 259040 , name=MADAUN                        , country=RS , elevation=+0521.9
USAF= 259070 , name=PALATKA                       , country=RS , elevation=+0347.0
USAF= 259100 , name=...                           , country=RS , elevation=       
USAF= 259110 , name=ARMAN                         , country=RS , elevation=       
USAF= 259120 , name=MAGADAN NW                    , country=RS , elevation=+0254.0
USAF= 259130 , name=SOKOL                         , country=RS , elevation=+0175.0
USAF= 259140 , name=NAGAJEVA BAY                  , country=RS , elevation=+0006.0
USAF= 259150 , name=OLA                           , country=RS , elevation=+0004.0
